Date_Time,NO2(GT)
16/02/2005 16.00.00,259
16/02/2005 17.00.00,252
16/02/2005 18.00.00,313
16/02/2005 19.00.00,433
16/02/2005 20.00.00,611
16/02/2005 21.00.00,626
16/02/2005 22.00.00,408
16/02/2005 23.00.00,357
17/02/2005 00.00.00,375
17/02/2005 01.00.00,326
17/02/2005 02.00.00,326
17/02/2005 03.00.00,-200
17/02/2005 04.00.00,72
17/02/2005 05.00.00,49
17/02/2005 06.00.00,59
17/02/2005 07.00.00,220
17/02/2005 08.00.00,602
17/02/2005 09.00.00,485
17/02/2005 10.00.00,295
17/02/2005 11.00.00,217
17/02/2005 12.00.00,236
17/02/2005 13.00.00,196
17/02/2005 14.00.00,233
17/02/2005 15.00.00,207
17/02/2005 16.00.00,198
17/02/2005 17.00.00,212
17/02/2005 18.00.00,280
17/02/2005 19.00.00,315
17/02/2005 20.00.00,378
17/02/2005 21.00.00,320
17/02/2005 22.00.00,265
17/02/2005 23.00.00,129
18/02/2005 00.00.00,129
18/02/2005 01.00.00,172
18/02/2005 02.00.00,100
18/02/2005 03.00.00,-200
18/02/2005 04.00.00,49
18/02/2005 05.00.00,36
18/02/2005 06.00.00,79
18/02/2005 07.00.00,128
18/02/2005 08.00.00,456
18/02/2005 09.00.00,477
18/02/2005 10.00.00,342
18/02/2005 11.00.00,254
18/02/2005 12.00.00,231
18/02/2005 13.00.00,213
18/02/2005 14.00.00,208
18/02/2005 15.00.00,270
18/02/2005 16.00.00,276
18/02/2005 17.00.00,375
18/02/2005 18.00.00,395
18/02/2005 19.00.00,421
18/02/2005 20.00.00,632
18/02/2005 21.00.00,424
18/02/2005 22.00.00,369
18/02/2005 23.00.00,484
19/02/2005 00.00.00,456
19/02/2005 01.00.00,373
19/02/2005 02.00.00,228
19/02/2005 03.00.00,-200
19/02/2005 04.00.00,117
19/02/2005 05.00.00,108
19/02/2005 06.00.00,126
19/02/2005 07.00.00,235
19/02/2005 08.00.00,339
19/02/2005 09.00.00,399
19/02/2005 10.00.00,346
19/02/2005 11.00.00,407
19/02/2005 12.00.00,393
19/02/2005 13.00.00,166
19/02/2005 14.00.00,157
19/02/2005 15.00.00,141
19/02/2005 16.00.00,144
19/02/2005 17.00.00,191
19/02/2005 18.00.00,255
19/02/2005 19.00.00,379
19/02/2005 20.00.00,427
19/02/2005 21.00.00,509
19/02/2005 22.00.00,459
19/02/2005 23.00.00,293
20/02/2005 00.00.00,269
20/02/2005 01.00.00,244
20/02/2005 02.00.00,293
20/02/2005 03.00.00,-200
20/02/2005 04.00.00,177
20/02/2005 05.00.00,81
20/02/2005 06.00.00,42
20/02/2005 07.00.00,61
20/02/2005 08.00.00,101
20/02/2005 09.00.00,98
20/02/2005 10.00.00,114
20/02/2005 11.00.00,118
20/02/2005 12.00.00,120
20/02/2005 13.00.00,151
20/02/2005 14.00.00,131
20/02/2005 15.00.00,145
20/02/2005 16.00.00,156
20/02/2005 17.00.00,151
20/02/2005 18.00.00,173
20/02/2005 19.00.00,154
20/02/2005 20.00.00,221
20/02/2005 21.00.00,193
20/02/2005 22.00.00,130
20/02/2005 23.00.00,156
21/02/2005 00.00.00,148
21/02/2005 01.00.00,93
21/02/2005 02.00.00,66
21/02/2005 03.00.00,-200
21/02/2005 04.00.00,38
21/02/2005 05.00.00,50
21/02/2005 06.00.00,77
21/02/2005 07.00.00,183
21/02/2005 08.00.00,256
21/02/2005 09.00.00,355
21/02/2005 10.00.00,491
21/02/2005 11.00.00,387
21/02/2005 12.00.00,384
21/02/2005 13.00.00,368
21/02/2005 14.00.00,258
21/02/2005 15.00.00,231
21/02/2005 16.00.00,290
21/02/2005 17.00.00,335
21/02/2005 18.00.00,293
21/02/2005 19.00.00,526
21/02/2005 20.00.00,607
21/02/2005 21.00.00,326
21/02/2005 22.00.00,188
21/02/2005 23.00.00,163
22/02/2005 00.00.00,102
22/02/2005 01.00.00,95
22/02/2005 02.00.00,71
22/02/2005 03.00.00,-200
22/02/2005 04.00.00,46
22/02/2005 05.00.00,62
22/02/2005 06.00.00,170
22/02/2005 07.00.00,313
22/02/2005 08.00.00,687
22/02/2005 09.00.00,757
22/02/2005 10.00.00,559
22/02/2005 11.00.00,286
22/02/2005 12.00.00,324
22/02/2005 13.00.00,316
22/02/2005 14.00.00,407
22/02/2005 15.00.00,305
22/02/2005 16.00.00,360
22/02/2005 17.00.00,339
22/02/2005 18.00.00,304
22/02/2005 19.00.00,397
22/02/2005 20.00.00,270
22/02/2005 21.00.00,339
22/02/2005 22.00.00,190
22/02/2005 23.00.00,126
23/02/2005 00.00.00,189
23/02/2005 01.00.00,146
23/02/2005 02.00.00,98
23/02/2005 03.00.00,-200
23/02/2005 04.00.00,75
23/02/2005 05.00.00,77
23/02/2005 06.00.00,72
23/02/2005 07.00.00,152
23/02/2005 08.00.00,337
23/02/2005 09.00.00,360
23/02/2005 10.00.00,243
23/02/2005 11.00.00,277
23/02/2005 12.00.00,266
23/02/2005 13.00.00,317
23/02/2005 14.00.00,375
23/02/2005 15.00.00,349
23/02/2005 16.00.00,377
23/02/2005 17.00.00,403
23/02/2005 18.00.00,422
23/02/2005 19.00.00,388
23/02/2005 20.00.00,431
23/02/2005 21.00.00,425
23/02/2005 22.00.00,391
23/02/2005 23.00.00,231
24/02/2005 00.00.00,248
24/02/2005 01.00.00,142
24/02/2005 02.00.00,117
24/02/2005 03.00.00,-200
24/02/2005 04.00.00,96
24/02/2005 05.00.00,87
24/02/2005 06.00.00,197
24/02/2005 07.00.00,290
24/02/2005 08.00.00,621
24/02/2005 09.00.00,645
24/02/2005 10.00.00,573
24/02/2005 11.00.00,414
24/02/2005 12.00.00,314
24/02/2005 13.00.00,317
24/02/2005 14.00.00,290
24/02/2005 15.00.00,385
24/02/2005 16.00.00,507
24/02/2005 17.00.00,534
24/02/2005 18.00.00,601
24/02/2005 19.00.00,583
24/02/2005 20.00.00,551
24/02/2005 21.00.00,547
24/02/2005 22.00.00,385
24/02/2005 23.00.00,318
25/02/2005 00.00.00,356
25/02/2005 01.00.00,326
25/02/2005 02.00.00,233
25/02/2005 03.00.00,-200
25/02/2005 04.00.00,116
25/02/2005 05.00.00,120
25/02/2005 06.00.00,228
25/02/2005 07.00.00,303
25/02/2005 08.00.00,-200
25/02/2005 09.00.00,-200
25/02/2005 10.00.00,529
25/02/2005 11.00.00,615
25/02/2005 12.00.00,298
25/02/2005 13.00.00,317
25/02/2005 14.00.00,305
25/02/2005 15.00.00,253
25/02/2005 16.00.00,296
25/02/2005 17.00.00,293
25/02/2005 18.00.00,353
25/02/2005 19.00.00,399
25/02/2005 20.00.00,454
25/02/2005 21.00.00,356
25/02/2005 22.00.00,473
25/02/2005 23.00.00,482
26/02/2005 00.00.00,443
26/02/2005 01.00.00,373
26/02/2005 02.00.00,320
26/02/2005 03.00.00,-200
26/02/2005 04.00.00,233
26/02/2005 05.00.00,161
26/02/2005 06.00.00,137
26/02/2005 07.00.00,144
26/02/2005 08.00.00,182
26/02/2005 09.00.00,227
26/02/2005 10.00.00,203
26/02/2005 11.00.00,179
26/02/2005 12.00.00,171
26/02/2005 13.00.00,181
26/02/2005 14.00.00,175
26/02/2005 15.00.00,148
26/02/2005 16.00.00,132
26/02/2005 17.00.00,162
26/02/2005 18.00.00,185
26/02/2005 19.00.00,234
26/02/2005 20.00.00,275
26/02/2005 21.00.00,272
26/02/2005 22.00.00,331
26/02/2005 23.00.00,347
27/02/2005 00.00.00,488
27/02/2005 01.00.00,404
27/02/2005 02.00.00,255
27/02/2005 03.00.00,-200
27/02/2005 04.00.00,174
27/02/2005 05.00.00,108
27/02/2005 06.00.00,107
27/02/2005 07.00.00,188
27/02/2005 08.00.00,225
27/02/2005 09.00.00,208
27/02/2005 10.00.00,270
27/02/2005 11.00.00,202
27/02/2005 12.00.00,168
27/02/2005 13.00.00,191
27/02/2005 14.00.00,149
27/02/2005 15.00.00,101
27/02/2005 16.00.00,134
27/02/2005 17.00.00,150
27/02/2005 18.00.00,188
27/02/2005 19.00.00,254
27/02/2005 20.00.00,324
27/02/2005 21.00.00,238
27/02/2005 22.00.00,128
27/02/2005 23.00.00,169
28/02/2005 00.00.00,215
28/02/2005 01.00.00,111
28/02/2005 02.00.00,60
28/02/2005 03.00.00,-200
28/02/2005 04.00.00,29
28/02/2005 05.00.00,25
28/02/2005 06.00.00,34
28/02/2005 07.00.00,89
28/02/2005 08.00.00,212
28/02/2005 09.00.00,216
28/02/2005 10.00.00,191
28/02/2005 11.00.00,200
28/02/2005 12.00.00,164
28/02/2005 13.00.00,185
28/02/2005 14.00.00,156
28/02/2005 15.00.00,155
28/02/2005 16.00.00,158
28/02/2005 17.00.00,166
28/02/2005 18.00.00,268
28/02/2005 19.00.00,309
28/02/2005 20.00.00,297
28/02/2005 21.00.00,225
28/02/2005 22.00.00,122
28/02/2005 23.00.00,100
01/03/2005 00.00.00,86
01/03/2005 01.00.00,71
01/03/2005 02.00.00,39
01/03/2005 03.00.00,-200
01/03/2005 04.00.00,29
01/03/2005 05.00.00,32
01/03/2005 06.00.00,37
01/03/2005 07.00.00,134
01/03/2005 08.00.00,358
01/03/2005 09.00.00,354
01/03/2005 10.00.00,284
01/03/2005 11.00.00,213
01/03/2005 12.00.00,174
01/03/2005 13.00.00,157
01/03/2005 14.00.00,178
01/03/2005 15.00.00,187
01/03/2005 16.00.00,198
01/03/2005 17.00.00,186
01/03/2005 18.00.00,203
01/03/2005 19.00.00,313
01/03/2005 20.00.00,342
01/03/2005 21.00.00,310
01/03/2005 22.00.00,165
01/03/2005 23.00.00,152
02/03/2005 00.00.00,141
02/03/2005 01.00.00,122
02/03/2005 02.00.00,79
02/03/2005 03.00.00,-200
02/03/2005 04.00.00,81
02/03/2005 05.00.00,77
02/03/2005 06.00.00,124
02/03/2005 07.00.00,159
02/03/2005 08.00.00,396
02/03/2005 09.00.00,479
02/03/2005 10.00.00,438
02/03/2005 11.00.00,466
02/03/2005 12.00.00,288
02/03/2005 13.00.00,205
02/03/2005 14.00.00,311
02/03/2005 15.00.00,246
02/03/2005 16.00.00,356
02/03/2005 17.00.00,397
02/03/2005 18.00.00,579
02/03/2005 19.00.00,819
02/03/2005 20.00.00,754
02/03/2005 21.00.00,473
02/03/2005 22.00.00,300
02/03/2005 23.00.00,235
03/03/2005 00.00.00,207
03/03/2005 01.00.00,204
03/03/2005 02.00.00,155
03/03/2005 03.00.00,-200
03/03/2005 04.00.00,179
03/03/2005 05.00.00,143
03/03/2005 06.00.00,212
03/03/2005 07.00.00,263
03/03/2005 08.00.00,648
03/03/2005 09.00.00,717
03/03/2005 10.00.00,389
03/03/2005 11.00.00,438
03/03/2005 12.00.00,282
03/03/2005 13.00.00,268
03/03/2005 14.00.00,248
03/03/2005 15.00.00,272
03/03/2005 16.00.00,291
03/03/2005 17.00.00,363
03/03/2005 18.00.00,660
03/03/2005 19.00.00,907
03/03/2005 20.00.00,639
03/03/2005 21.00.00,574
03/03/2005 22.00.00,373
03/03/2005 23.00.00,330
04/03/2005 00.00.00,336
04/03/2005 01.00.00,347
04/03/2005 02.00.00,241
04/03/2005 03.00.00,-200
04/03/2005 04.00.00,96
04/03/2005 05.00.00,147
04/03/2005 06.00.00,210
04/03/2005 07.00.00,409
04/03/2005 08.00.00,719
04/03/2005 09.00.00,959
04/03/2005 10.00.00,744
04/03/2005 11.00.00,583
04/03/2005 12.00.00,597
04/03/2005 13.00.00,550
04/03/2005 14.00.00,499
04/03/2005 15.00.00,470
04/03/2005 16.00.00,568
04/03/2005 17.00.00,525
04/03/2005 18.00.00,481
04/03/2005 19.00.00,414
04/03/2005 20.00.00,565
04/03/2005 21.00.00,303
04/03/2005 22.00.00,221
04/03/2005 23.00.00,260
05/03/2005 00.00.00,327
05/03/2005 01.00.00,344
05/03/2005 02.00.00,270
05/03/2005 03.00.00,-200
05/03/2005 04.00.00,191
05/03/2005 05.00.00,136
05/03/2005 06.00.00,194
05/03/2005 07.00.00,168
05/03/2005 08.00.00,254
05/03/2005 09.00.00,410
05/03/2005 10.00.00,166
05/03/2005 11.00.00,162
05/03/2005 12.00.00,188
05/03/2005 13.00.00,199
05/03/2005 14.00.00,272
05/03/2005 15.00.00,180
05/03/2005 16.00.00,255
05/03/2005 17.00.00,251
05/03/2005 18.00.00,258
05/03/2005 19.00.00,344
05/03/2005 20.00.00,380
05/03/2005 21.00.00,464
05/03/2005 22.00.00,304
05/03/2005 23.00.00,258
06/03/2005 00.00.00,358
06/03/2005 01.00.00,278
06/03/2005 02.00.00,116
06/03/2005 03.00.00,-200
06/03/2005 04.00.00,60
06/03/2005 05.00.00,51
06/03/2005 06.00.00,33
06/03/2005 07.00.00,80
06/03/2005 08.00.00,103
06/03/2005 09.00.00,93
06/03/2005 10.00.00,108
06/03/2005 11.00.00,107
06/03/2005 12.00.00,122
06/03/2005 13.00.00,122
06/03/2005 14.00.00,156
06/03/2005 15.00.00,246
06/03/2005 16.00.00,205
06/03/2005 17.00.00,257
06/03/2005 18.00.00,228
06/03/2005 19.00.00,321
06/03/2005 20.00.00,270
06/03/2005 21.00.00,203
06/03/2005 22.00.00,201
06/03/2005 23.00.00,207
07/03/2005 00.00.00,180
07/03/2005 01.00.00,140
07/03/2005 02.00.00,93
07/03/2005 03.00.00,-200
07/03/2005 04.00.00,35
07/03/2005 05.00.00,47
07/03/2005 06.00.00,68
07/03/2005 07.00.00,131
07/03/2005 08.00.00,289
07/03/2005 09.00.00,322
07/03/2005 10.00.00,330
07/03/2005 11.00.00,339
07/03/2005 12.00.00,316
07/03/2005 13.00.00,218
07/03/2005 14.00.00,177
07/03/2005 15.00.00,278
07/03/2005 16.00.00,313
07/03/2005 17.00.00,351
07/03/2005 18.00.00,374
07/03/2005 19.00.00,431
07/03/2005 20.00.00,468
07/03/2005 21.00.00,368
07/03/2005 22.00.00,239
07/03/2005 23.00.00,292
08/03/2005 00.00.00,205
08/03/2005 01.00.00,255
08/03/2005 02.00.00,220
08/03/2005 03.00.00,-200
08/03/2005 04.00.00,114
08/03/2005 05.00.00,153
08/03/2005 06.00.00,224
08/03/2005 07.00.00,295
08/03/2005 08.00.00,667
08/03/2005 09.00.00,867
08/03/2005 10.00.00,666
08/03/2005 11.00.00,595
08/03/2005 12.00.00,421
08/03/2005 13.00.00,292
08/03/2005 14.00.00,308
08/03/2005 15.00.00,347
08/03/2005 16.00.00,377
08/03/2005 17.00.00,325
08/03/2005 18.00.00,508
08/03/2005 19.00.00,768
08/03/2005 20.00.00,764
08/03/2005 21.00.00,500
08/03/2005 22.00.00,463
08/03/2005 23.00.00,258
09/03/2005 00.00.00,214
09/03/2005 01.00.00,191
09/03/2005 02.00.00,154
09/03/2005 03.00.00,-200
09/03/2005 04.00.00,113
09/03/2005 05.00.00,167
09/03/2005 06.00.00,235
09/03/2005 07.00.00,372
09/03/2005 08.00.00,877
09/03/2005 09.00.00,900
09/03/2005 10.00.00,733
09/03/2005 11.00.00,691
09/03/2005 12.00.00,457
09/03/2005 13.00.00,369
09/03/2005 14.00.00,285
09/03/2005 15.00.00,279
09/03/2005 16.00.00,198
09/03/2005 17.00.00,229
09/03/2005 18.00.00,477
09/03/2005 19.00.00,679
09/03/2005 20.00.00,682
09/03/2005 21.00.00,679
09/03/2005 22.00.00,298
09/03/2005 23.00.00,265
10/03/2005 00.00.00,196
10/03/2005 01.00.00,155
10/03/2005 02.00.00,131
10/03/2005 03.00.00,-200
10/03/2005 04.00.00,165
10/03/2005 05.00.00,169
10/03/2005 06.00.00,224
10/03/2005 07.00.00,249
10/03/2005 08.00.00,863
10/03/2005 09.00.00,665
10/03/2005 10.00.00,670
10/03/2005 11.00.00,500
10/03/2005 12.00.00,428
10/03/2005 13.00.00,-200
10/03/2005 14.00.00,306
10/03/2005 15.00.00,334
10/03/2005 16.00.00,268
10/03/2005 17.00.00,284
10/03/2005 18.00.00,393
10/03/2005 19.00.00,603
10/03/2005 20.00.00,757
10/03/2005 21.00.00,684
10/03/2005 22.00.00,426
10/03/2005 23.00.00,254
11/03/2005 00.00.00,227
11/03/2005 01.00.00,221
11/03/2005 02.00.00,155
11/03/2005 03.00.00,120
11/03/2005 04.00.00,134
11/03/2005 05.00.00,128
11/03/2005 06.00.00,148
11/03/2005 07.00.00,233
11/03/2005 08.00.00,470
11/03/2005 09.00.00,679
11/03/2005 10.00.00,796
11/03/2005 11.00.00,812
11/03/2005 12.00.00,339
11/03/2005 13.00.00,354
11/03/2005 14.00.00,466
11/03/2005 15.00.00,417
11/03/2005 16.00.00,289
11/03/2005 17.00.00,324
11/03/2005 18.00.00,376
11/03/2005 19.00.00,619
11/03/2005 20.00.00,689
11/03/2005 21.00.00,582
11/03/2005 22.00.00,287
11/03/2005 23.00.00,238
12/03/2005 00.00.00,312
12/03/2005 01.00.00,231
12/03/2005 02.00.00,234
12/03/2005 03.00.00,195
12/03/2005 04.00.00,113
12/03/2005 05.00.00,73
12/03/2005 06.00.00,103
12/03/2005 07.00.00,121
12/03/2005 08.00.00,132
12/03/2005 09.00.00,178
12/03/2005 10.00.00,218
12/03/2005 11.00.00,246
12/03/2005 12.00.00,252
12/03/2005 13.00.00,208
12/03/2005 14.00.00,219
12/03/2005 15.00.00,160
12/03/2005 16.00.00,191
12/03/2005 17.00.00,270
12/03/2005 18.00.00,285
12/03/2005 19.00.00,289
12/03/2005 20.00.00,550
12/03/2005 21.00.00,679
12/03/2005 22.00.00,314
12/03/2005 23.00.00,166
13/03/2005 00.00.00,157
13/03/2005 01.00.00,173
13/03/2005 02.00.00,184
13/03/2005 03.00.00,93
13/03/2005 04.00.00,85
13/03/2005 05.00.00,79
13/03/2005 06.00.00,55
13/03/2005 07.00.00,98
13/03/2005 08.00.00,190
13/03/2005 09.00.00,166
13/03/2005 10.00.00,260
13/03/2005 11.00.00,362
13/03/2005 12.00.00,415
13/03/2005 13.00.00,358
13/03/2005 14.00.00,170
13/03/2005 15.00.00,130
13/03/2005 16.00.00,177
13/03/2005 17.00.00,233
13/03/2005 18.00.00,282
13/03/2005 19.00.00,583
13/03/2005 20.00.00,566
13/03/2005 21.00.00,323
13/03/2005 22.00.00,318
13/03/2005 23.00.00,336
14/03/2005 00.00.00,196
14/03/2005 01.00.00,193
14/03/2005 02.00.00,192
14/03/2005 03.00.00,147
14/03/2005 04.00.00,122
14/03/2005 05.00.00,117
14/03/2005 06.00.00,201
14/03/2005 07.00.00,318
14/03/2005 08.00.00,658
14/03/2005 09.00.00,680
14/03/2005 10.00.00,497
14/03/2005 11.00.00,290
14/03/2005 12.00.00,230
14/03/2005 13.00.00,215
14/03/2005 14.00.00,226
14/03/2005 15.00.00,240
14/03/2005 16.00.00,391
14/03/2005 17.00.00,492
14/03/2005 18.00.00,700
14/03/2005 19.00.00,782
14/03/2005 20.00.00,728
14/03/2005 21.00.00,510
14/03/2005 22.00.00,308
14/03/2005 23.00.00,248
15/03/2005 00.00.00,233
15/03/2005 01.00.00,96
15/03/2005 02.00.00,90
15/03/2005 03.00.00,95
15/03/2005 04.00.00,68
15/03/2005 05.00.00,75
15/03/2005 06.00.00,145
15/03/2005 07.00.00,185
15/03/2005 08.00.00,506
15/03/2005 09.00.00,485
15/03/2005 10.00.00,684
15/03/2005 11.00.00,562
15/03/2005 12.00.00,357
15/03/2005 13.00.00,306
15/03/2005 14.00.00,292
15/03/2005 15.00.00,305
15/03/2005 16.00.00,386
15/03/2005 17.00.00,408
15/03/2005 18.00.00,521
15/03/2005 19.00.00,766
15/03/2005 20.00.00,841
15/03/2005 21.00.00,754
15/03/2005 22.00.00,350
15/03/2005 23.00.00,244
16/03/2005 00.00.00,221
16/03/2005 01.00.00,183
16/03/2005 02.00.00,166
16/03/2005 03.00.00,133
16/03/2005 04.00.00,147
16/03/2005 05.00.00,119
16/03/2005 06.00.00,179
16/03/2005 07.00.00,178
16/03/2005 08.00.00,390
16/03/2005 09.00.00,579
16/03/2005 10.00.00,735
16/03/2005 11.00.00,568
16/03/2005 12.00.00,487
16/03/2005 13.00.00,343
16/03/2005 14.00.00,351
16/03/2005 15.00.00,417
16/03/2005 16.00.00,509
16/03/2005 17.00.00,573
16/03/2005 18.00.00,518
16/03/2005 19.00.00,641
16/03/2005 20.00.00,544
16/03/2005 21.00.00,582
16/03/2005 22.00.00,407
16/03/2005 23.00.00,327
17/03/2005 00.00.00,221
17/03/2005 01.00.00,142
17/03/2005 02.00.00,123
17/03/2005 03.00.00,106
17/03/2005 04.00.00,100
17/03/2005 05.00.00,85
17/03/2005 06.00.00,114
17/03/2005 07.00.00,299
17/03/2005 08.00.00,723
17/03/2005 09.00.00,745
17/03/2005 10.00.00,668
17/03/2005 11.00.00,571
17/03/2005 12.00.00,388
17/03/2005 13.00.00,323
17/03/2005 14.00.00,312
17/03/2005 15.00.00,320
17/03/2005 16.00.00,322
17/03/2005 17.00.00,276
17/03/2005 18.00.00,341
17/03/2005 19.00.00,531
17/03/2005 20.00.00,653
17/03/2005 21.00.00,646
17/03/2005 22.00.00,333
17/03/2005 23.00.00,299
18/03/2005 00.00.00,224
18/03/2005 01.00.00,195
18/03/2005 02.00.00,209
18/03/2005 03.00.00,168
18/03/2005 04.00.00,153
18/03/2005 05.00.00,140
18/03/2005 06.00.00,184
18/03/2005 07.00.00,266
18/03/2005 08.00.00,518
18/03/2005 09.00.00,681
18/03/2005 10.00.00,558
18/03/2005 11.00.00,457
18/03/2005 12.00.00,353
18/03/2005 13.00.00,313
18/03/2005 14.00.00,290
18/03/2005 15.00.00,318
18/03/2005 16.00.00,479
18/03/2005 17.00.00,494
18/03/2005 18.00.00,551
18/03/2005 19.00.00,701
18/03/2005 20.00.00,571
18/03/2005 21.00.00,643
18/03/2005 22.00.00,282
18/03/2005 23.00.00,251
19/03/2005 00.00.00,307
19/03/2005 01.00.00,282
19/03/2005 02.00.00,160
19/03/2005 03.00.00,125
19/03/2005 04.00.00,106
19/03/2005 05.00.00,111
19/03/2005 06.00.00,115
19/03/2005 07.00.00,156
19/03/2005 08.00.00,320
19/03/2005 09.00.00,380
19/03/2005 10.00.00,371
19/03/2005 11.00.00,343
19/03/2005 12.00.00,297
19/03/2005 13.00.00,281
19/03/2005 14.00.00,220
19/03/2005 15.00.00,174
19/03/2005 16.00.00,260
19/03/2005 17.00.00,222
19/03/2005 18.00.00,266
19/03/2005 19.00.00,387
19/03/2005 20.00.00,425
19/03/2005 21.00.00,484
19/03/2005 22.00.00,325
19/03/2005 23.00.00,257
20/03/2005 00.00.00,273
20/03/2005 01.00.00,276
20/03/2005 02.00.00,202
20/03/2005 03.00.00,132
20/03/2005 04.00.00,85
20/03/2005 05.00.00,87
20/03/2005 06.00.00,70
20/03/2005 07.00.00,113
20/03/2005 08.00.00,112
20/03/2005 09.00.00,140
20/03/2005 10.00.00,214
20/03/2005 11.00.00,334
20/03/2005 12.00.00,203
20/03/2005 13.00.00,163
20/03/2005 14.00.00,110
20/03/2005 15.00.00,107
20/03/2005 16.00.00,135
20/03/2005 17.00.00,187
20/03/2005 18.00.00,240
20/03/2005 19.00.00,398
20/03/2005 20.00.00,585
20/03/2005 21.00.00,590
20/03/2005 22.00.00,295
20/03/2005 23.00.00,209
21/03/2005 00.00.00,183
21/03/2005 01.00.00,177
21/03/2005 02.00.00,126
21/03/2005 03.00.00,100
21/03/2005 04.00.00,83
21/03/2005 05.00.00,84
21/03/2005 06.00.00,113
21/03/2005 07.00.00,270
21/03/2005 08.00.00,487
21/03/2005 09.00.00,723
21/03/2005 10.00.00,614
21/03/2005 11.00.00,395
21/03/2005 12.00.00,310
21/03/2005 13.00.00,259
21/03/2005 14.00.00,251
21/03/2005 15.00.00,261
21/03/2005 16.00.00,241
21/03/2005 17.00.00,317
21/03/2005 18.00.00,505
21/03/2005 19.00.00,669
21/03/2005 20.00.00,638
21/03/2005 21.00.00,433
21/03/2005 22.00.00,252
21/03/2005 23.00.00,154
22/03/2005 00.00.00,152
22/03/2005 01.00.00,181
22/03/2005 02.00.00,109
22/03/2005 03.00.00,73
22/03/2005 04.00.00,83
22/03/2005 05.00.00,90
22/03/2005 06.00.00,151
22/03/2005 07.00.00,191
22/03/2005 08.00.00,403
22/03/2005 09.00.00,555
22/03/2005 10.00.00,551
22/03/2005 11.00.00,473
22/03/2005 12.00.00,388
22/03/2005 13.00.00,296
22/03/2005 14.00.00,283
22/03/2005 15.00.00,256
22/03/2005 16.00.00,234
22/03/2005 17.00.00,215
22/03/2005 18.00.00,454
22/03/2005 19.00.00,605
22/03/2005 20.00.00,529
22/03/2005 21.00.00,354
22/03/2005 22.00.00,195
22/03/2005 23.00.00,161
23/03/2005 00.00.00,187
23/03/2005 01.00.00,156
23/03/2005 02.00.00,116
23/03/2005 03.00.00,83
23/03/2005 04.00.00,85
23/03/2005 05.00.00,78
23/03/2005 06.00.00,127
23/03/2005 07.00.00,279
23/03/2005 08.00.00,649
23/03/2005 09.00.00,593
23/03/2005 10.00.00,584
23/03/2005 11.00.00,563
23/03/2005 12.00.00,337
23/03/2005 13.00.00,272
23/03/2005 14.00.00,322
23/03/2005 15.00.00,362
23/03/2005 16.00.00,361
23/03/2005 17.00.00,431
23/03/2005 18.00.00,545
23/03/2005 19.00.00,796
23/03/2005 20.00.00,874
23/03/2005 21.00.00,551
23/03/2005 22.00.00,393
23/03/2005 23.00.00,369
24/03/2005 00.00.00,314
24/03/2005 01.00.00,294
24/03/2005 02.00.00,165
24/03/2005 03.00.00,143
24/03/2005 04.00.00,93
24/03/2005 05.00.00,111
24/03/2005 06.00.00,105
24/03/2005 07.00.00,173
24/03/2005 08.00.00,541
24/03/2005 09.00.00,581
24/03/2005 10.00.00,591
24/03/2005 11.00.00,653
24/03/2005 12.00.00,690
24/03/2005 13.00.00,602
24/03/2005 14.00.00,489
24/03/2005 15.00.00,288
24/03/2005 16.00.00,323
24/03/2005 17.00.00,301
24/03/2005 18.00.00,335
24/03/2005 19.00.00,659
24/03/2005 20.00.00,847
24/03/2005 21.00.00,691
24/03/2005 22.00.00,590
24/03/2005 23.00.00,449
25/03/2005 00.00.00,316
25/03/2005 01.00.00,239
25/03/2005 02.00.00,165
25/03/2005 03.00.00,152
25/03/2005 04.00.00,144
25/03/2005 05.00.00,126
25/03/2005 06.00.00,132
25/03/2005 07.00.00,228
25/03/2005 08.00.00,580
25/03/2005 09.00.00,564
25/03/2005 10.00.00,369
25/03/2005 11.00.00,260
25/03/2005 12.00.00,371
25/03/2005 13.00.00,513
25/03/2005 14.00.00,471
25/03/2005 15.00.00,378
25/03/2005 16.00.00,445
25/03/2005 17.00.00,483
25/03/2005 18.00.00,530
25/03/2005 19.00.00,649
25/03/2005 20.00.00,604
25/03/2005 21.00.00,486
25/03/2005 22.00.00,402
25/03/2005 23.00.00,268
26/03/2005 00.00.00,350
26/03/2005 01.00.00,312
26/03/2005 02.00.00,243
26/03/2005 03.00.00,202
26/03/2005 04.00.00,181
26/03/2005 05.00.00,139
26/03/2005 06.00.00,156
26/03/2005 07.00.00,175
26/03/2005 08.00.00,281
26/03/2005 09.00.00,322
26/03/2005 10.00.00,369
26/03/2005 11.00.00,366
26/03/2005 12.00.00,301
26/03/2005 13.00.00,232
26/03/2005 14.00.00,156
26/03/2005 15.00.00,169
26/03/2005 16.00.00,203
26/03/2005 17.00.00,260
26/03/2005 18.00.00,289
26/03/2005 19.00.00,273
26/03/2005 20.00.00,263
26/03/2005 21.00.00,295
26/03/2005 22.00.00,303
26/03/2005 23.00.00,209
27/03/2005 00.00.00,200
27/03/2005 01.00.00,174
27/03/2005 02.00.00,115
27/03/2005 03.00.00,122
27/03/2005 04.00.00,105
27/03/2005 05.00.00,102
27/03/2005 06.00.00,96
27/03/2005 07.00.00,144
27/03/2005 08.00.00,152
27/03/2005 09.00.00,156
